9301,1.000000,0,296,1091096,1,64,425,1440,296,0.986667
9302,1.090909,0,200,1091098,1,0,425,1440,200,0.960000
9303,1.089888,0,203,1091098,1,0,425,1440,203,0.970000
9304,1.069971,0,279,1091098,1,0,425,1440,279,1.069971
9305,1.049484,0,421,1091098,1,0,425,1440,421,1.049484
9311,1.067524,0,247,1091101,1,0,425,1440,247,1.067524
9312,1.058496,0,295,1091101,1,0,425,1440,295,1.058496
9313,1.076046,0,199,1091102,1,0,425,1440,199,0.943333
9314,1.075758,0,200,1091102,1,0,425,1440,200,0.946667
9315,1.054348,0,304,1091102,1,0,425,1440,304,1.054348
9316,1.014663,0,1300,1091102,1,0,425,1440,1300,1.014663
9322,1.068273,0,185,1091105,1,0,425,1440,185,0.886667
9323,1.064151,0,201,1091105,1,0,425,1440,201,0.940000
9324,1.063910,0,202,1091105,1,0,425,1440,202,0.943333
9325,1.056478,0,237,1091105,1,0,425,1440,237,1.056478
9332,0.798479,0,199,1091175,1,0,425,1440,199,0.700000
9333,0.910774,0,530,1091175,1,0,425,1440,530,0.910774
9334,0.921598,0,612,1091175,1,0,425,1440,612,0.921598
9335,0.957050,0,1170,1091175,1,0,425,1440,1170,0.957050
9338,0.790076,0,198,1091177,1,0,425,1440,198,0.690000
9339,0.951111,0,1061,1091177,1,0,425,1440,1061,0.951111
9340,0.783784,0,195,1091178,1,0,425,1440,195,0.676667
9341,0.954619,0,1170,1091178,1,0,425,1440,1170,0.954619
9342,0.784906,0,201,1091179,1,0,425,1440,201,0.693333
9343,0.837607,0,287,1091179,1,0,425,1440,287,0.837607
9344,0.942943,0,935,1091179,1,0,425,1440,935,0.942943
9348,0.775665,0,199,1091181,1,0,425,1440,199,0.680000
9349,0.776515,0,200,1091181,1,0,425,1440,200,0.683333
9350,0.955904,0,1274,1091181,1,0,425,1440,1274,0.955904
9355,0.821970,0,200,1091199,1,0,425,1440,200,0.723333
9356,0.825279,0,205,1091199,1,0,425,1440,205,0.740000
9357,0.825926,0,206,1091199,1,0,425,1440,206,0.743333
9358,0.866477,0,288,1091199,1,0,425,1440,288,0.866477
9359,0.868347,0,293,1091199,1,0,425,1440,293,0.868347
9360,0.957389,0,1039,1091199,1,0,425,1440,1039,0.957389
9371,0.809702,0,204,1091203,1,0,425,1440,204,0.723333
9372,0.860656,0,302,1091203,1,0,425,1440,302,0.860656
9373,0.885135,0,380,1091203,1,0,425,1440,380,0.885135
9374,0.954013,0,1045,1091203,1,0,425,1440,1045,0.954013
9381,0.778689,0,180,1091206,1,0,425,1440,180,0.633333
9382,0.829114,0,252,1091206,1,0,425,1440,252,0.829114
9383,0.947368,0,962,1091206,1,0,425,1440,962,0.947368
9386,0.818770,0,245,1091208,1,0,425,1440,245,0.818770
9387,0.800000,0,221,1091209,1,0,425,1440,221,0.760000
9388,0.807432,0,232,1091209,1,0,425,1440,232,0.796667
9389,0.817891,0,249,1091209,1,0,425,1440,249,0.817891
9390,0.893058,0,469,1091209,1,0,425,1440,469,0.893058
9405,0.709677,0,153,1091215,1,0,425,1440,153,0.513333
9406,0.775000,0,216,1091215,1,0,425,1440,216,0.723333
9407,0.780488,0,223,1091215,1,0,425,1440,223,0.746667
9408,0.817391,0,281,1091215,1,0,425,1440,281,0.817391
9409,0.953471,0,1290,1091215,1,0,425,1440,1290,0.953471
9410,0.761194,0,204,1091216,1,0,425,1440,204,0.680000
9411,0.768116,0,212,1091216,1,0,425,1440,212,0.706667
9412,0.899054,0,570,1091216,1,0,425,1440,570,0.899054
9445,1.128571,0,216,1091296,1,0,425,1440,216,1.053333
9456,1.130612,0,181,1091300,1,0,425,1440,181,0.923333
9457,1.117647,0,208,1091300,1,0,425,1440,208,1.013333
9466,1.119835,0,178,1091303,1,0,425,1440,178,0.903333
9467,1.118367,0,181,1091303,1,0,425,1440,181,0.913333
9493,1.019802,0,239,1091326,1,0,425,1440,239,1.019802
9494,1.015831,0,315,1091326,1,0,425,1440,315,1.015831
